index,type,tag,title,checked,heading_path,heading_path_slug,paragraph_context,range_preview
1,checkbox,chk,chk,False,[],[],☐EPD	☐ECR	☐GEPC,☐
2,checkbox,chk,chk,False,[],[],☐EPD	☐ECR	☐GEPC,☐
3,checkbox,chk,chk,False,[],[],☐EPD	☐ECR	☐GEPC,☐
4,checkbox,chk,chk,False,[],[],☐  <Insert Other>,☐
5,dropdown,,,,[],[],Level: <Choose a Project Level.>,<Choose a Project Level.>
6,combobox,,,,[],[],CAPA Associated: <Select one.>,<Select one.>
7,combobox,,,,[],[],Design Owner:	<Choose an item.>	Other (if applicable): <Fill in if “Other” is chosen.> 	Name of OEM (if applicable): <Name of OEM>,<Choose an item.>
8,checkbox,chk,chk,False,[],[],Manufacturing Site:	☐AVL ☐ MAR ☐ LSB ☐ OHA ☐ SNG ☐ Other	☐OEM ☐ CM (External),☐
9,checkbox,chk,chk,False,[],[],Manufacturing Site:	☐AVL ☐ MAR ☐ LSB ☐ OHA ☐ SNG ☐ Other	☐OEM ☐ CM (External),☐
10,checkbox,chk,chk,False,[],[],Manufacturing Site:	☐AVL ☐ MAR ☐ LSB ☐ OHA ☐ SNG ☐ Other	☐OEM ☐ CM (External),☐
11,checkbox,chk,chk,False,[],[],Manufacturing Site:	☐AVL ☐ MAR ☐ LSB ☐ OHA ☐ SNG ☐ Other	☐OEM ☐ CM (External),☐
12,checkbox,chk,chk,False,[],[],Manufacturing Site:	☐AVL ☐ MAR ☐ LSB ☐ OHA ☐ SNG ☐ Other	☐OEM ☐ CM (External),☐
13,checkbox,chk,chk,False,[],[],Manufacturing Site:	☐AVL ☐ MAR ☐ LSB ☐ OHA ☐ SNG ☐ Other	☐OEM ☐ CM (External),☐
14,checkbox,chk,chk,False,[],[],Manufacturing Site:	☐AVL ☐ MAR ☐ LSB ☐ OHA ☐ SNG ☐ Other	☐OEM ☐ CM (External),☐
15,checkbox,chk,chk,False,[],[],Manufacturing Site:	☐AVL ☐ MAR ☐ LSB ☐ OHA ☐ SNG ☐ Other	☐OEM ☐ CM (External),☐
16,combobox,,,,[],[],Design is Copy Exact: <Choose an item.>,<Choose an item.>
17,checkbox,chk,chk,False,[],[],☐,☐
18,checkbox,chk,chk,False,[],[],☐,☐
19,checkbox,chk,chk,False,[],[],☐,☐
20,checkbox,chk,chk,False,[],[],☐,☐
21,checkbox,chk,chk,False,[],[],☐,☐
22,checkbox,chk,chk,False,[],[],☐,☐
23,checkbox,chk,chk,False,[],[],☐,☐
24,checkbox,chk,chk,False,[],[],☐,☐
25,checkbox,chk,chk,False,[],[],☐,☐
26,checkbox,chk,chk,False,[],[],☐,☐
27,checkbox,chk,chk,False,[],[],☐,☐
28,checkbox,chk,chk,False,[],[],☐,☐
29,checkbox,chk,chk,False,[],[],☐,☐
30,checkbox,chk,chk,False,[],[],☐,☐
31,checkbox,chk,chk,False,[],[],☐,☐
32,checkbox,chk,chk,False,[],[],☐,☐
33,checkbox,chk,chk,False,[],[],☐,☐
34,checkbox,chk,chk,False,[],[],☐,☐
35,checkbox,chk,chk,False,[],[],☐,☐
36,checkbox,chk,chk,False,[],[],☐,☐
37,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change does not impact the Risk Management File,☐
38,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐ The product family does not have a Risk Management File or does not have a Risk Management File aligned to the latest revisions in the QMS.,☐
39,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change introduces new usage conditions, or risk of harm as defined in the Risk Management Procedure (Patient, Samples, Operators, Environment, etc.).",☐
40,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change affects the current risk probability or severity associated with existing hazards,☐
41,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change will mean that the device will have different end users or be used in a different manner,☐
42,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The performance evaluation data for the original device is not sufficient to confirm conformity of the changed device with the required characteristics and performance,☐
43,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change involves the manufacturing process (i.e., technologies, product lines)",☐
44,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change impacts End of Line (EOL) testing procedures (e.g., TP902 – Test procedure for all Hi Pot and Hypatia Equipment Test Machines)",☐
45,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change requires a process validation,☐
46,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change affects agreements and/or arrangements (e.g., verification, validation, organizational structure, production site, outsourcing, subcontracting) for ensuring continued compliance with the requirements",☐
47,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change results from actions taken related to concerns arising from post-market surveillance including incidents/recalls/complaints (CAPA associated),☐
48,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change impacts Quality Control procedures, incoming acceptance criteria, or involves a change in supplier",☐
49,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  (Medical) The change results from characteristics not previously considered in the clinical evaluation,☐
50,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  (Medical) The change is driven by the development of the state of the art (e.g., latest technology)",☐
51,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐Other: <If “Other” is selected, provide more information here> ",☐
52,combobox,,,,['RISK MANAGEMENT FILE'],['risk_management_file'],Next Steps: <Choose the project action item that would need to be completed based on the scope assessment.>,<Choose the project action item that would need to be completed based on the scope assessment.>
53,checkbox,chk,chk,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐CAPA owner notified,☐
54,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐  The change does not impact the performance compliance of the product.,☐
55,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes affect degradable, moving or friction generating components (air filters, fans, hinges, etc.)",☐
56,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes affect the airflow into, throughout, and out of the unit (airflow vent, rearranging components, deck size, etc.)",☐
57,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
58,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes affect critical components in compliance files (Electrical, refrigeration, labels)",☐
59,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes affect the product performance, peak variation, temperature stability, door open recovery times",☐
60,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes will be made to the product power specifications, refrigeration system, or electrical systems",☐
61,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes to the internal cabinet size, construction, or configuration (inner doors, shelving, port holes)",☐
62,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Change to defrosts, setpoint ranges, or code versions",☐
63,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Changes to the software affecting behavior or timing of behaviors,☐
64,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
65,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes affect the cooling capacity to cool down and maintain the temperature of the liquid,☐
66,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ Changes affect the functionality of the medium (refrigerant, water, etc.) to chill the system continuously",☐
67,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes may affect the power input specifications,☐
68,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
69,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Changes affect critical components in compliance files,☐
70,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
71,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Changes affect critical components in compliance files,☐
72,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes to the materials of construction or coatings (paint),☐
73,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ Changes impact air flow (blowers, power supp, filters, paper catch areas, filter screen)",☐
74,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes to the software,☐
75,checkbox,chk,chk,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes impacting stability (change weight distribution or change to stands),☐
